Country.Region,Province.State,date,confirmed,recovered,deaths,hospitalized_intensive,hospitalized_symptoms,isolated_at_home,tested,close_observation,suspected,serious_cases,active,alpha3
Panama,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PAN
Papua New Guinea,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PNG
Paraguay,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PRY
Peru,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PER
Philippines,total,2020-02-12,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,PHL
Poland,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,POL
Portugal,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PRT
Qatar,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,QAT
Romania,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ROU
Russia,total,2020-02-12,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,RUS
Rwanda,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,RWA
Saint Kitts and Nevis,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,KNA
Saint Lucia,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LCA
Saint Vincent and the Grenadines,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,VCT
San Marino,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SMR
Saudi Arabia,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SAU
Senegal,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SEN
Serbia,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SRB
Seychelles,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SYC
Singapore,total,2020-02-12,50,15,0,NA,NA,NA,NA,NA,NA,NA,35,SGP
Slovakia,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SVK
Slovenia,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SVN
Somalia,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SOM
South Africa,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ZAF
Spain,total,2020-02-12,2,0,0,NA,NA,NA,NA,NA,NA,NA,2,ESP
Sri Lanka,total,2020-02-12,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,LKA
Sudan,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SDN
Suriname,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SUR
Sweden,total,2020-02-12,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,SWE
Switzerland,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Syria,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SYR
Taiwan*,total,2020-02-12,18,1,0,NA,NA,NA,NA,NA,NA,NA,17,TWN
Tanzania,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,TZA
Thailand,total,2020-02-12,33,10,0,NA,NA,NA,NA,NA,NA,NA,23,THA
Timor-Leste,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,TLS
Togo,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,TGO
Trinidad and Tobago,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,TTO
Tunisia,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,TUN
Turkey,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,TUR
Uganda,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,UGA
Ukraine,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,UKR
United Arab Emirates,total,2020-02-12,8,1,0,NA,NA,NA,NA,NA,NA,NA,7,ARE
United Kingdom,total,2020-02-12,9,1,0,NA,NA,NA,NA,NA,NA,NA,8,GBR
United Kingdom,Anguilla,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Bermuda,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,British Virgin Islands,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Cayman Islands,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Channel Islands,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Gibraltar,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Isle of Man,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Montserrat,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
United Kingdom,Turks and Caicos Islands,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GBR
Uruguay,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,URY
US,total,2020-02-12,12,3,0,NA,NA,NA,NA,NA,NA,NA,9,USA
Uzbekistan,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,UZB
Venezuela,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,VEN
Vietnam,total,2020-02-12,15,6,0,NA,NA,NA,NA,NA,NA,NA,9,VNM
West Bank and Gaza,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PSE
Zambia,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ZMB
Zimbabwe,total,2020-02-12,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ZWE
Australia,total,2020-02-12,15,2,0,NA,NA,NA,NA,NA,NA,NA,13,AUS
Canada,total,2020-02-12,7,0,0,NA,NA,NA,NA,NA,NA,NA,7,CAN
China,total,2020-02-12,44759,5082,1117,NA,NA,NA,NA,185037,NA,8204,38560,CHN
Afghanistan,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AFG
Albania,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ALB
Algeria,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DZA
Andorra,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AND
Angola,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AGO
Antigua and Barbuda,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ATG
Argentina,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ARG
Armenia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ARM
Australia,Australian Capital Territory,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AUS
Australia,New South Wales,2020-02-13,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,AUS
Australia,Northern Territory,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AUS
Australia,Queensland,2020-02-13,5,0,0,NA,NA,NA,NA,NA,NA,NA,5,AUS
Australia,South Australia,2020-02-13,2,0,0,NA,NA,NA,NA,NA,NA,NA,2,AUS
Australia,Tasmania,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AUS
Australia,Victoria,2020-02-13,4,4,0,NA,NA,NA,NA,NA,NA,NA,0,AUS
Australia,Western Australia,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AUS
Austria,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AUT
Azerbaijan,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,AZE
Bahamas,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BHS
Bahrain,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BHR
Bangladesh,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BGD
Barbados,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BRB
Belarus,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BLR
Belgium,total,2020-02-13,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,BEL
Belize,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BLZ
Benin,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BEN
Bhutan,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BTN
Bolivia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BOL
Bosnia and Herzegovina,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BIH
Botswana,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BWA
Brazil,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BRA
Brunei,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BRN
Bulgaria,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BGR
Burkina Faso,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,BFA
Burma,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MMR
Cabo Verde,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CPV
Cambodia,total,2020-02-13,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,KHM
Cameroon,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CMR
Canada,Alberta,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,British Columbia,2020-02-13,4,0,0,NA,NA,NA,NA,NA,NA,NA,4,CAN
Canada,Diamond Princess,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Grand Princess,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Manitoba,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,New Brunswick,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Newfoundland and Labrador,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Northwest Territories,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Nova Scotia,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Ontario,2020-02-13,3,0,0,NA,NA,NA,NA,NA,NA,NA,3,CAN
Canada,Prince Edward Island,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Quebec,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Recovered,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Saskatchewan,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Canada,Yukon,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAN
Central African Republic,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CAF
Chad,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,TCD
Chile,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHL
China,Anhui,2020-02-13,910,157,5,NA,NA,NA,NA,NA,NA,NA,748,CHN
China,Beijing,2020-02-13,366,69,3,NA,NA,NA,NA,NA,NA,NA,294,CHN
China,Chongqing,2020-02-13,529,128,4,NA,NA,NA,NA,NA,NA,NA,397,CHN
China,Fujian,2020-02-13,279,57,0,NA,NA,NA,NA,NA,NA,NA,222,CHN
China,Gansu,2020-02-13,90,39,2,NA,NA,NA,NA,NA,NA,NA,49,CHN
China,Guangdong,2020-02-13,1241,314,2,NA,NA,NA,NA,NA,NA,NA,925,CHN
China,Guangxi,2020-02-13,222,33,2,NA,NA,NA,NA,NA,NA,NA,187,CHN
China,Guizhou,2020-02-13,135,27,1,NA,NA,NA,NA,NA,NA,NA,107,CHN
China,Hainan,2020-02-13,157,30,4,NA,NA,NA,NA,NA,NA,NA,123,CHN
China,Hebei,2020-02-13,265,68,3,NA,NA,NA,NA,NA,NA,NA,194,CHN
China,Heilongjiang,2020-02-13,395,33,9,NA,NA,NA,NA,NA,NA,NA,353,CHN
China,Henan,2020-02-13,1169,296,10,NA,NA,NA,NA,NA,NA,NA,863,CHN
China,Hong Kong,2020-02-13,53,1,1,NA,NA,NA,NA,NA,NA,NA,51,CHN
China,Hubei,2020-02-13,48206,3459,1310,NA,NA,NA,NA,NA,9028,7084,43437,CHN
China,Hunan,2020-02-13,968,339,2,NA,NA,NA,NA,NA,NA,NA,627,CHN
China,Inner Mongolia,2020-02-13,61,6,0,NA,NA,NA,NA,NA,NA,NA,55,CHN
China,Jiangsu,2020-02-13,570,139,0,NA,NA,NA,NA,NA,NA,NA,431,CHN
China,Jiangxi,2020-02-13,872,170,1,NA,NA,NA,NA,NA,NA,NA,701,CHN
China,Jilin,2020-02-13,84,24,1,NA,NA,NA,NA,NA,NA,NA,59,CHN
China,Liaoning,2020-02-13,117,22,1,NA,NA,NA,NA,NA,NA,NA,94,CHN
China,Macau,2020-02-13,10,3,0,NA,NA,NA,NA,NA,NA,NA,7,CHN
China,Ningxia,2020-02-13,64,24,0,NA,NA,NA,NA,NA,NA,NA,40,CHN
China,Qinghai,2020-02-13,18,11,0,NA,NA,NA,NA,NA,NA,NA,7,CHN
China,Shaanxi,2020-02-13,229,46,0,NA,NA,NA,NA,NA,NA,NA,183,CHN
China,Shandong,2020-02-13,509,105,2,NA,NA,NA,NA,NA,NA,NA,402,CHN
China,Shanghai,2020-02-13,315,62,1,NA,NA,NA,NA,NA,NA,NA,252,CHN
China,Shanxi,2020-02-13,126,36,0,NA,NA,NA,NA,NA,NA,NA,90,CHN
China,Sichuan,2020-02-13,451,104,1,NA,NA,NA,NA,NA,NA,NA,346,CHN
China,Tianjin,2020-02-13,119,21,3,NA,NA,NA,NA,NA,NA,NA,95,CHN
China,Tibet,2020-02-13,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,CHN
China,Xinjiang,2020-02-13,63,6,1,NA,NA,NA,NA,NA,NA,NA,56,CHN
China,Yunnan,2020-02-13,156,27,0,NA,NA,NA,NA,NA,NA,NA,129,CHN
China,Zhejiang,2020-02-13,1145,360,0,NA,NA,NA,NA,NA,NA,NA,785,CHN
Colombia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,COL
Congo (Brazzaville),total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,COG
Congo (Kinshasa),total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,COD
Costa Rica,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CRI
Cote d'Ivoire,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CIV
Croatia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,HRV
Cuba,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CUB
Cyprus,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CYP
Czechia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CZE
Denmark,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DNK
Denmark,Faroe Islands,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DNK
Denmark,Greenland,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DNK
Diamond Princess,total,2020-02-13,175,0,0,NA,NA,NA,NA,NA,NA,NA,175,cruise
Djibouti,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DJI
Dominica,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DMA
Dominican Republic,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,DOM
Ecuador,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ECU
Egypt,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,EGY
El Salvador,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SLV
Equatorial Guinea,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GNQ
Eritrea,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ERI
Estonia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,EST
Eswatini,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SWZ
Ethiopia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ETH
Fiji,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FJI
Finland,total,2020-02-13,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,FIN
France,total,2020-02-13,11,2,0,NA,NA,NA,NA,NA,NA,NA,9,FRA
France,French Guiana,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,French Polynesia,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,Guadeloupe,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,Martinique,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,Mayotte,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,New Caledonia,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,Reunion,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,Saint Barthelemy,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
France,St Martin,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,FRA
Gabon,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GAB
Gambia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GMB
Georgia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GEO
Germany,total,2020-02-13,16,1,0,NA,NA,NA,NA,NA,NA,NA,15,DEU
Ghana,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GHA
Greece,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GRC
Grenada,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GRD
Guatemala,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GTM
Guinea,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GIN
Guinea-Bissau,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GNB
Guyana,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,GUY
Haiti,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,HTI
Holy See,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,VAT
Honduras,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,HND
Hungary,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,HUN
Iceland,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ISL
India,total,2020-02-13,3,0,0,NA,NA,NA,NA,NA,NA,NA,3,IND
Indonesia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,IDN
Iran,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,IRN
Iraq,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,IRQ
Ireland,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,IRL
Israel,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ISR
Jamaica,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,JAM
Japan,total,2020-02-13,28,9,1,NA,NA,NA,NA,NA,NA,NA,18,JPN
Jordan,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,JOR
Kazakhstan,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,KAZ
Kenya,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,KEN
"Korea, South",total,2020-02-13,28,7,0,NA,NA,NA,NA,NA,NA,NA,21,KOR
Kosovo,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,RKS
Kuwait,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,KWT
Kyrgyzstan,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,KGZ
Laos,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LAO
Latvia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LVA
Lebanon,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LBN
Liberia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LBR
Libya,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LBY
Liechtenstein,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LIE
Lithuania,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LTU
Luxembourg,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LUX
Madagascar,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MDG
Malaysia,total,2020-02-13,19,3,0,NA,NA,NA,NA,NA,NA,NA,16,MYS
Maldives,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MDV
Mali,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MLI
Malta,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MLT
Mauritania,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MRT
Mauritius,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MUS
Mexico,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MEX
Moldova,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MDA
Monaco,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MCO
Mongolia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MNG
Montenegro,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MNE
Morocco,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MAR
Mozambique,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MOZ
MS Zaandam,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,cruise
Namibia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NAM
Nepal,total,2020-02-13,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,NPL
Netherlands,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NLD
Netherlands,Aruba,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NLD
Netherlands,Curacao,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NLD
Netherlands,Sint Maarten,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NLD
New Zealand,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NZL
Nicaragua,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NIC
Niger,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NER
Nigeria,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NGA
North Macedonia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,MKD
Norway,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NOR
Oman,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,OMN
Pakistan,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PAK
Panama,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PAN
Papua New Guinea,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PNG
Paraguay,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PRY
Peru,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PER
Philippines,total,2020-02-13,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,PHL
Poland,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,POL
Portugal,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,PRT
Qatar,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,QAT
Romania,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ROU
Russia,total,2020-02-13,2,2,0,NA,NA,NA,NA,NA,NA,NA,0,RUS
Rwanda,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,RWA
Saint Kitts and Nevis,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,KNA
Saint Lucia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,LCA
Saint Vincent and the Grenadines,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,VCT
San Marino,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SMR
Saudi Arabia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SAU
Senegal,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SEN
Serbia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SRB
Seychelles,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SYC
Singapore,total,2020-02-13,58,15,0,NA,NA,NA,NA,NA,NA,NA,43,SGP
Slovakia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SVK
Slovenia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SVN
Somalia,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SOM
South Africa,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,ZAF
Spain,total,2020-02-13,2,0,0,NA,NA,NA,NA,NA,NA,NA,2,ESP
Sri Lanka,total,2020-02-13,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,LKA
Sudan,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SDN
Suriname,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SUR
Sweden,total,2020-02-13,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,SWE
Switzerland,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,CHE
Syria,total,2020-02-13,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,SYR
